1125899906875396|4198
140746078420992|8530
422216760033280|18764
549755846784|1098
4400261103616|6946
2214593536|19771
2181038592|19770
551911686144|1096
2164261120|19772
1101675888640|7100
2155872384|1143
2151678016|3599
277029584896|9250
139588534272|9311
2148532240|3597
2251836320907264|963
36507746304|1123
2148007944|1142
1125919234195456|20338
1125902054326276|16347
19327614976|11554
2147745796|7544
562960690839552|20447
562952100904962|16423
10737549312|11603
2147614722|7543
281481419161600|20552
281477124194305|16483
6442516480|11648
2147549185|7542
2251801961693184|962
1125902054588416|8217
562952101036032|8326
281477124259840|8431
140739635871744|1015
70370891677696|12705
35186519580672|12796
17594333532160|12883
4400193995776|15057
8798240507904|1061
2201170739712|15136
1101659111680|15211
551903297664|1095
277025390656|17391
139586437152|17461
70866960400|17527
36507222024|1122
19327352836|19603
6442450945|19723
10737418242|19663
2251801961168904|961
70868008960|9368
2149580832|3598
2201204293632|7025
2415923200|15717
8798374723584|1059
2281703424|1145
17594601963520|4784
4295000065|7508
3221241856|15719
35187056443392|4697
35187056443392|4697
2684362752|15718
70371965403136|4606
8589967362|7478
17179901956|7444
34359771144|1125
68719509520|5348
137438986272|5291
274877939776|5230
140746078289922|16587
140741783322625|16588
70368744226816|20746
17592186081280|20924
35184372129792|20837
4398046544896|2986
8796093057024|1058
1099511660800|3140
2199023288832|3065
140806207832080|14604
140771848093704|1012
140754668224516|16589
175921860452352|10573
158329674403840|10572
145135534867456|12608
149533581379584|1010
141836999983360|12607
142936511611392|12606
141012366262336|14606
141287244169344|1011
140874927308832|14605
211106232549376|10574
281474976808960|16484
422212465131520|6392
562949953585152|16424
1125899907137536|16348
703687441907712|6290
1266637395460096|6184
2251799814242304|955
2392537302564864|960
98305|16100
4295065600|19724
140737488420865|4506
140741783388160|8529
422212465065985|14504
281479271710720|8432
281474976743425|4412
163842|16070
8590098432|19664
140737488486402|4507
562949953454082|4307
562958543388672|8327
703687441776642|14393
703696031711232|18614
294916|16040
17180164096|19604
140737488617476|4508
140754668486656|8531
1125917086744576|8218
1266637395197956|14282
1266654575067136|18460
557064|1172
34360295424|1120
140737488879624|1019
140771848617984|1009
2251799813718024|954
2251834173456384|953
2392537302040584|952
2392571661778944|951
1081360|12044
68720558080|17528
140737489403920|20651
140806208880640|6494
2129952|12008
137441083392|17462
140737490452512|20650
140874929405952|6493
4227136|11972
274882134016|17392
140737492549696|20649
8421504|1167
141012370456576|6492
549764235264|1093
140737496744064|1008
141287252557824|1007
16810240|7832
1099528437760|15212
140737505132800|16592
141837016760320|4511
33587712|7787
2199056842752|15137
140737521910272|16591
142936545165312|4510
67142656|7742
4398113652736|15058
140737555465216|16590
145135601975296|4509
134252544|1159
8796227272704|1052
140737622575104|1005
149533715595264|1004
268472320|3752
17592454512640|12884
140737756794880|12611
158329942835200|2534
536911872|3701
35184908992512|12797
140738025234432|12610
175922397315072|2533
1073790976|3650
140738562113536|12609
211107306274816|2532
70369817952256|12706
281474980905024|18763
282574505115648|1772
282024740913152|4411
34360328192|17591
316659348807680|8430
299067162759168|1780
290271069734912|10470
285873023222784|10469
283673999966720|10468
281479271677953|1779
140737488453632|18824
35184372162560|18943
8796093089792|20992
2199023321600|21118
549755879552|3196
137439019040|3298
274877972544|3249
68719542288|1919
34359803912|5401
17179934724|5452
8590000130|5497
4295032833|1946
2251804109176832|6073
1125904202072064|6182
1125899907104769|2223
562954248519680|6288
562949953552385|2329
281479271743488|1778
281474976776193|1777
140741783355392|10571
140737488388097|6491
70373039161344|10671
70368744194049|6592
35188667064320|10765
35184372097025|6686
17596481015808|1833
17592186048513|1832
8800387991552|12967
8796093024257|8888
4402341479424|13047
4398046512129|8968
2203318223360|13123
2199023256065|9044
1103806595328|1882
1099511628033|1881
554050781312|15283
549755814017|11252
279172874304|15351
274877907009|11320
141733920800|15415
137438953505|11384
73014444048|1918
68719476753|1917
38654705672|17590
34359738377|13502
21474836484|17649
12884901890|17704
8589934595|13598
422214612549632|20549
281477124227072|10467
2147581952|21689
140743930806272|2531
140739635838977|18823
2147516417|9602
6442483712|13638
140739635904512|10570
17179869189|13552
2251799814209537|2113
1099511693568|1883
4398046577664|21057
17592186114048|1834
70368744259584|18883
281483566645250|14500
281509336449032|14498
281492156579844|14499
281543696187408|1776
281612415664160|12511
281749854617664|12510
282024732524672|12512
282574488338688|1775
351843720904704|8429
2251799814275072|14171
1407374883815424|4197
1125899907170304|14279
562949953617920|14390
844424930263040|4306
422212465098752|8428
4295098370|5538
131075|21986
2533274790920192|4085
12885032960|9518
8590065665|5498
844433520066560|16422
844424930131970|12407
562949953486850|2330
562958543421440|6289
281483566776320|6389
281474976841730|2427
8590131200|17705
4295229444|5539
17180131329|5451
262149|21980
21475098624|9472
1125899906842629|10264
1125904201809924|14281
1125917086711809|14280
327684|13990
1125921381679104|18459
17180196864|17650
1125899906908164|2224
281492156841984|6390
281474976972804|2428
1125917086777344|6183
1407374883553284|12298
1407392063422464|16346
524297|21974
4295491592|5540
34360262657|5402
38655229952|9422
2251799813685257|10154
2251804108652552|14170
2251834173423617|14169
589832|13961
2251838468390912|18302
562962838323200|18613
562958543355905|14392
562954248388610|14391
196610|14015
562949953421315|10370
8454272|9890
554059169792|7172
4303356032|21632
281749858811904|4410
274882166784|15352
4259904|9928
274882101249|3250
4194369|18002
281474978807840|18761
2162720|9962
137441050625|3299
2097185|18017
281543697235968|1781
2251834173489152|6074
2251799813750792|2114
281474977234952|2429
281509336973312|6391
2533274790395912|12185
2533309150134272|16256
1048593|1992
4296015888|1945
68720525313|1916
73015492608|1915
1114128|1991
68720590848|1914
281474977759248|1774
4297064480|21631
141736017920|7304
137441116160|15416
281612417761280|4409
4299161664|21630
279177068544|7240
8388737|17987
549764202497|3197
549764268032|15284
281474985099392|18762
16777473|1983
4311744768|1944
1099528404993|1880
1103823372288|1884
16843008|1982
1099528470528|1879
281474993488128|1773
33554945|13787
4328522240|17756
2199056809985|21119
2203351777280|5024
33620480|5852
2199056875520|13124
281475010265600|14503
283674033520640|2432
67109889|13766
4362077184|17755
4398113619969|21058
4402408587264|4948
67175424|5812
4398113685504|13048
281475043820544|14502
285873090330624|2431
134219777|13745
4429187072|17754
8796227239937|20993
134285312|5768
8800522207232|4868
281475110930432|14501
290271203950592|2430
268439553|1967
4563406848|1943
17592454479873|1831
17596749447168|1830
268505088|1966
17592454545408|1829
281475245150208|1771
299067431190528|1770
536879105|9674
4831846400|13640
35184908959745|18944
35189203927040|2726
536944640|21791
35184909025280|10766
281475513589760|10472
316659885670400|20551
1073758209|9640
5368725504|13639
70369817919489|18884
70374112886784|2632
1073823744|21742
281476050468864|10471
351844794630144|20550
70369817985024|10672
8796227305472|12968
17592186179584|19004
12884967424|9517
34359869448|5400
1099511759104|21176
562949957615680|18612
563224835522560|4303
8388738|17986
549764202498|3195
558354137088|7171
8519808|9889
549764333568|15281
562949961810048|18610
563499717623808|4302
16777474|13808
8606712064|17702
1108118339584|5096
1099528536064|13195
16908544|5888
562949970198784|14386
564049481826304|2325
33554946|1708
8623489536|1671
2199056809986|1609
2207646744576|1608
33686016|1707
2199056941056|1607
562949986976256|1503
565149010231296|1502
67109890|13765
8657044480|17701
4398113619970|21055
67240960|5811
4406703554560|4947
4398113751040|13045
567348067041280|2324
562950020531200|14384
134219778|13744
8796227239938|20990
8804817174528|4867
134350848|5767
8796227371008|12965
562950087641088|14385
571746180661248|2323
268439554|9704
17592454479874|19003
8858374144|13595
17601044414464|2816
268570624|21836
17592454610944|10855
562950221860864|10365
580542407901184|20445
536879106|1692
9126813696|1670
35184908959746|1558
35193498894336|1557
537010176|1691
35184909090816|1556
562950490300416|1501
598134862381056|1500
1073758210|9639
9663692800|13596
70369817919490|18881
70378407854080|2631
1073889280|21741
562951027179520|10364
633319771340800|20444
70369818050560|10669
8724154368|17700
1099528404994|21175
8598323328|21579
4325440|9927
283472035840|7239
274882232320|15349
8594128960|21581
274882101250|3247
563087394471936|1504
4194370|18001
562949955518496|1505
1125917086711810|14278
1125925676646400|18458
17180262400|17647
562949953683460|2327
393220|13989
562967133552640|6286
1125899906973700|2221
1125917086842880|6180
1688849860263940|12297
1688867040133120|16345
524298|21973
34360262658|5399
8590458888|5494
2251799813685258|10153
2251808403619848|14167
42950197248|9421
655368|13960
34360393728|17588
2251842763358208|18301
2251834173423618|14166
562984313683968|6285
562949953945608|2326
2251834173554688|6071
2814749767106568|12184
2251799813816328|2111
8590983184|21580
68720525314|3343
1048594|18032
2814784126844928|16255
1179664|9992
77310459904|7364
562949954469904|18611
68720656384|15475
2097186|1716
563018673946624|4304
137441050626|1642
146030985216|1643
2228256|1717
137441181696|1644
8592031776|1669
1125908496777220|14277
1125899906842630|10263
25770065920|9471
17180131330|5449
8590196740|5495
262150|21979
844429225099264|16421
562954248454144|6287
562949953486849|2328
844424930131969|12406
281479271809024|6387
281474976841729|2425
564049465049344|10367
565148976677376|1499
567347999933440|10366
571746046445568|10368
580542139469824|8323
598134325518336|1498
633318697615360|8325
703687441809408|8324
844424930197504|4305
1125899907235840|14276
2814749767630848|4084
196609|14014
2251799814340608|14168
1688849860526080|4196
4295163904|17753
563224831328320|12404
563087392374816|1496
563018672898064|12403
563499709235328|12405
562967133290500|14389
562984313159688|14387
562958543355906|1497
562954248388609|14388
140737488519168|18821
281474976907264|14495
70368744325120|18882
35184372228096|1559
8796093155328|20991
4398046643200|21056
2199023387136|1606
549755945088|3194
274878038080|3248
137439084576|1641
68719607824|3344
17180000260|5450
8590065666|1668
4295098369|5536
281487861612544|18760
281483566645249|14496
281479271677954|14497
281474976710659|10466
8590000129|5496
4295032834|5537
65539|21992
2251808404144128|6072
2251799814209538|2112
1125908497039360|6181
1125899907104770|2222
562958543486976|1506
562949953552386|1495
281483566710784|6388
140746078322688|10569
281474976776194|2426
140737488388098|6490
70377334128640|10670
70368744194050|6591
35192962031616|1555
35184372097026|1554
17600775983104|10856
17592186048514|6776
8804682958848|12966
8796093024258|8887
4406636446720|13046
4398046512130|8967
2207613190656|1605
2199023256066|1604
1108101562624|13196
558345748608|15282
1099511628034|9116
549755814018|11251
274877907010|11319
283467841600|15350
146028888096|1640
137438953506|1639
77309411344|15476
68719476754|11444
42949672968|17589
34359738378|13501
17179869190|13551
25769803780|17648
12884901889|17703
4294967299|13637
703689589260288|20446
140739635970048|10568
2147647488|21688
140748225773568|2530
140739635838978|18822
2147516418|9601
10737451008|13597
562952100937728|10369
4295131136|19722
281483566678016|8426
562952100970496|8321
281485714128896|20548
281477124194306|16481
10737483776|11601
15032385536|3503
10737418241|19661
